author,bookformat,desc,genre,img,isbn,isbn13,link,pages,rating,reviews,title,totalratings
"M.C. Beaton, Graeme Malcolm",English,"Occasionally, the rugged landscape of Scotland attracts dreamers who move north, wrapped in fantasies of enjoying the simple life. They usually don't last, defeated by the climate or by inhospitable locals. But it looks as if Effie Garrand has come to stay. When local constable Hamish Macbeth calls on her, he is amazed to find the small woman still in residence after a particularly hideous winter. Unfortunately, Effie is also quite delusional, having convinced herself--and everyone else--that local artist Jock Fleming is in love with her and that they are engaged. After a huge fight with Jock, Effie is found in the mountains, poisoned by antifreeze. Now, it's up to Hamish to find the dreamer's killer--before any more nightmares unfold.","['Detective', 'Audiobook', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Scotland', 'Humor', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348302950i/367621.jpg,1572705140,9781572705142,https://www.goodreads.com/book/show/367621.Death_of_a_Dreamer,6.0,3.87,400.0,Death of a Dreamer,5817.0
Juliet Blackwell,English,"Students are spooked at the San Francisco School of Fine Arts, and Lily is called in to search for possible paranormal activity. In return she's been promised a trunkful of Victorian-era clothes recently discovered in a school storage closet.But Lily finds something else: the body of a wealthy patron of the school. In between running the store and seeing her new boyfriend, Maxa ""mythbuster"" who is uncomfortable with her witchcraftshe uses her sleuthing skills to try to solve the murder. Soon Lily senses something from the school's vintage clothes, but it's not the smell of mothballsit's the unmistakable aura of evil intent.","['Witches', 'Urban Fantasy', 'Cozy Mystery', 'Magic', 'Mystery', 'Fiction', 'Paranormal', 'Paranormal Mystery', 'Supernatural', 'Fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401672190i/7114817.jpg,0451230493,9780451230492,https://www.goodreads.com/book/show/7114817-a-cast-off-coven,336.0,3.99,534.0,A Cast-Off Coven,7912.0
Joan Hess,English,"She would have killed for a bestseller--but someone beat her to it...Professor of Passion, the smutty new romance from Mildred Twiller--a.k.a. Azalea Twilight--isn't the kind of book Claire Malloy likes to hock at her bookstore, but Claire agrees to host a book party for her friend's trashy tale. As torrid as the novel is, it's nothing compared to the evening. After the party, poor Mildred is found dead in her home--strangled with a tightly knotted silk scarf. Now it's up to Claire to find Mildred's killer, and it won't be easy--the two-bit author had offended nearly every faculty member she worked with at nearby Faber College. But who could have hated Mildred with such smoldering passion?","['Books About Books', 'Cozy Mystery', 'Fiction', 'Mystery', 'Novels', 'Mystery Thriller', 'Adult', 'Humor', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436136642i/110327.jpg,0312968647,9780312968649,https://www.goodreads.com/book/show/110327.Strangled_Prose,192.0,3.75,120.0,Strangled Prose,2209.0
"M.C. Beaton, Graeme Malcolm",English,"Mrs. Gillespie is famous around the northwest of Sutherland for being the best charwoman ever. Of course, if anyone has any social pretensions one does not say charwoman, one talks about ""my maid"". Hamish Macbeth wins Mrs. Gillespie's services in a church raffle but spends most of the day trying to avoid her. She is a malicious gossip and she bangs around the furniture and clanks pots - he wonders how on earth she managed to get such a good reputation. Then she is found dead in a large house belonging to a retired professor who was out the day she was killed. She has been struck down by a metal bucket of water. Remembering Mrs. Gillespie's malicious gossip, Hamish is sure she delighted in finding out secrets and probably searched through the drawers of the houses she cleaned, which means everyone whose home she cleaned could be a suspect.","['Detective', 'Audiobook', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Scotland', 'Humor', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328743894i/1416077.jpg,1602830215,9781602830219,https://www.goodreads.com/book/show/1416077.Death_of_a_Maid,5.0,3.83,406.0,Death of a Maid,5993.0
Charlaine Harris,English,"After the natural disaster of Hurricane Katrina and the manmade explosion at the vampire summit, everyone human and otherwise is stressed, including Louisiana cocktail waitress Sookie Stackhouse, who is trying to cope with the fact that her boyfriend Quinn has gone missing. It's clear that things are changing whether the weres and vamps of her corner of Louisiana like it or not. And Sookie, Friend to the Pack and blood-bonded to Eric Northman, leader of the local vampire community is caught up in the changes. In the ensuing battles, Sookie faces danger, death, and once more, betrayal by someone she loves. And when the fur has finished flying and the cold blood finished flowing, her world will be forever altered.","['Vampires', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Romance', 'Supernatural', 'Fantasy', 'Paranormal Romance', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1525214511i/2233407.jpg,0441015891,9780441015894,https://www.goodreads.com/book/show/2233407.From_Dead_to_Worse,368.0,4.01,4055.0,From Dead to Worse,188633.0
Janet Evanovich,English,"Buckle your seat belts. Number one New York Times bestselling author, Janet Evanovich,  is moving into the fast lane with Metro Girl, a thrilling, high-octane misadventure with high stakes, hot nights, cold-blooded murder, sunken treasure, a woman with a chassis built for speed, and one very good, very sexy NASCAR driver whos along for the ride.""Wild"" Bill Barnaby's dropped off the face of the earth and big sister Alex heads for Miami, Bill's last known sighting, on a harrowing hunt to save her brother ... and maybe the world. Truth is, Alex has been bailing her brother out of trouble since they were kids. Not that Bill's a bad sort. More that he acts first and thinks later. Unfortunately, this time around, Wild Bill will be Dead Bill if Alex doesn't find him in time.Alex blasts through the bars of South Beach and points her search to Key West and Cuba, laying waste to Miami hit men, dodging Palmetto bugs big enough to eat her alive, and putting the pedal to the metal with NASCAR driver Sam Hooker.Engaged in a deadly race, Wild Bill's ""borrowed"" Hooker's sixty-five foot Hatteras and sailed off into the sunset ... just when Hooker has plans for the boat. Hooker figures he'll attach himself to Alex and maybe run into Bill. Maybe Hooker can salvage what's left of his vacation. And maybe Hooker'll get lucky in love with Bill's sweetie pie sister. After all, Hooker is NASCAR Guy. And NASCAR Guy is good at revving a womans engine.The race to the finish is hot and hard, taking Alex and Hooker into international waters, exposing a plot to grab Cuban gold and a sinister relic of the Cuban missile crises.Creative cussing and sexual innuendo included.","['Audiobook', 'Comedy', 'Fiction', 'Mystery', 'Mystery Thriller', 'Chick Lit', 'Romance', 'Humor', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388269204i/40329.jpg,0060584025,9780060584023,https://www.goodreads.com/book/show/40329.Metro_Girl,384.0,3.69,1505.0,Metro Girl,35884.0
Lorraine Bartlett,English,"The last thing Katie Bonner wanted was to become the manager of Artisans Alley. But when her business partner, Ezra Hilton, is found bludgeoned to death, she has no other choice. Business under Ezra has been faltering-but was it enough to provoke someone to murder? Only Katie can find the answer.","['Audiobook', 'Murder Mystery', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Crafts', 'Adult', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388275335i/8277734.jpg,0425239853,9780425239858,https://www.goodreads.com/book/show/8277734-a-crafty-killing,296.0,3.87,352.0,A Crafty Killing,3522.0
Jenn McKinlay,English,"What is the original meaning of the word clue?*Answering tricky reference questions like this one is more than enough excitement for library director Lindsey Norris. That is, until another murder is committed in her cozy hometown of Briar Creek, Connecticut, and the question of who did it must be answered before someone else is checked outfor good.Carrie Rushton, the president of the Friends of the Library, has been accused of murdering her husband. The evidence is stacking up against Carrie, but neither Lindsey nor the Briar Creek crafternoon club is buying it.When a nor'easter buries the small coastal town, the police are too busy digging out the locals to investigate the murder. With the help of her crafternoon friends and an abandoned puppy they name Heathcliff, Lindsey has to solve the question of who murdered Mr. Rushton before the killer closes the book on Carrie...*a ball of yarn or thread","['Books About Books', 'Audiobook', 'Adult Fiction', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Romance', 'Adult', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1542486165i/11733109.jpg,042524668X,9780425246689,https://www.goodreads.com/book/show/11733109-due-or-die,283.0,3.96,763.0,Due or Die,7269.0
Laura Childs,English,"Indigo Tea Shop owner Theodosia Browning is catering a Charleston benefit, a ""Ghost Crawl"" through Jasmine Cemetery, when the organizer drops deadand it looks like foul play. Theodosia stirs things up with her own investigation, and gets into hot water up to her neck.","['Murder Mystery', 'Adult Fiction', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Tea', 'Chick Lit', 'Cooking', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435256505i/251456.jpg,042519986X,9780425199862,https://www.goodreads.com/book/show/251456.The_Jasmine_Moon_Murder,257.0,3.96,244.0,The Jasmine Moon Murder,4055.0
Rhys Bowen,English,"A Royal Spyness mystery starring Lady Georgiana, thirty-fourth in line for the throne - and the mystery world's favorite penniless heiress.With its posh clientele in the country for the summer, Georgie's housecleaning business has fizzled. So she tries hiring herself out as a dinner-and-theatre companion. But her first client has quite the wrong idea. To avoid further scandal, Georgie's shipped home to Castle Rannoch, where her summer plans include honoring a promise to Her Majesty to keep Castle Rannoch's divorce houseguest from seducing the Prince of Wales. She's also been coerced into helping Scotland Yard with a top-secret mission - namely keeping an eye on the shooting party at Balmoral and preventing someone from shooting the Prince. And Georgie must manage all this without strangling her odious sister-in-law Fig or spineless brother Binky.","['Audiobook', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Historical', 'Mystery Thriller', 'Historical Fiction', 'Romance', 'Historical Mystery']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328009301i/5981169.jpg,042522788X,9780425227886,https://www.goodreads.com/book/show/5981169-royal-flush,306.0,3.98,1110.0,Royal Flush,16564.0
M.C. Beaton,English,"Agatha Raisin joins Dembley hiking club to pursue handsome Cotswold neighbor James Lacey. Angry member Jessica targets wealthy landowner Charles Fraith, who retaliates with tea invitation, but her body is found dead on his grounds. Agatha and James investigate the crime, the group ready to kill.","['Detective', 'Audiobook', 'Murder Mystery', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Humor', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314736726i/139177.jpg,1841197769,9781841197760,https://www.goodreads.com/book/show/139177.Agatha_Raisin_and_the_Walkers_of_Dembley,192.0,3.76,1128.0,Agatha Raisin and the Walkers of Dembley,17099.0
M.C. Beaton,English,"Poison pen letters lead to murder in this new Hamish Macbeth mystery from M.C.Beaton. When the townspeople of Lochdubh begin receiving poison pen letters, no one takes them very seriously, even if they are full of wild accusations. But Hamish fears that they might lead to something deadly. His instincts prove correct when the town's postmistress is found hanging from a rope with a poison pen letter at her feet. Though it appears to be a suicide, Hamish suspects something more sinister. Attempting to trace the letters, the last thing Hamish needs is any distractions, but soon Jenny Ogilvie arrives in Lochdubh determined to seduce him. Realizing that she is unable to take Hamish's mind off his case, Jenny decides to do a little investigating of her own. Now, Hamish finds himself in a race to solve the mystery of the poison pen letters before someone else dies, including one likely target-Jenny.","['Detective', 'Audiobook', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Scotland', 'Humor', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391270713i/821178.jpg,0892967889,9780892967889,https://www.goodreads.com/book/show/821178.Death_of_a_Poison_Pen,256.0,3.86,344.0,Death of a Poison Pen,5574.0
Victoria Laurie,English,"Professional psychic Abigail Cooper is about to discover that some cold cases are better off dead... As the FBI's newest Civilian Profiler, Abby Cooper is using her powers of intuition to help solve a backlog of the bureau's cold cases. But when she's the only one who's convinced that several separate cold cases are related, she'll have to call on every intuitive bone in her body before she's the one put on ice...","['Cozy Mystery', 'Mystery', 'Paranormal Mystery', 'Paranormal', 'Fiction', 'Chick Lit', 'Romance', 'Supernatural', 'Fantasy', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440257716i/7102464.jpg,045123085X,9780451230850,https://www.goodreads.com/book/show/7102464-a-glimpse-of-evil,352.0,4.14,241.0,A Glimpse of Evil,4864.0
Miranda James,English,"There's a cat in the stacks...  ...and he makes the purr-fect partner for a librarian-turned-sleuth.   Everyone in Athena, Mississippi, knows librarian Charlie Harris-and his Maine coon cat named Diesel that he walks on a leash. They also know his former classmate-turned-famous bestselling novelist, Godfrey Priest.  But someone in Athena took Godfrey off the bestseller lists- permanently, and with extreme prejudice. Now, Charlie and Diesel must browse through the history section of the town's past to find a killer.","['Books About Books', 'Adult Fiction', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Adult', 'Animals', 'Crime', 'Cats']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1274450870i/7337871.jpg,042523603X,9780425236031,https://www.goodreads.com/book/show/7337871-murder-past-due,294.0,3.82,1232.0,Murder Past Due,9665.0
Elizabeth Lynn Casey,English,"Ever since she moved to Sweet Briar, South Carolina, Yankee librarian Tori Sinclair has been the talk of the tiny town. But she's been so busy at work, winning over the sewing circle, and trying to forget her cheating ex that she hasn't even had time to baste together a pillow, let alone mind local gossip. Then she finds the hometown sweetheart dead at her back door...Everyone believes the police investigator, who's just fixin' to link Tori to the murder in a love triangle gone bad. To clear her name, Tori will have to rely on her new sewing sisters and stitch together the truth- or be darned.","['Southern', 'Cozy Mystery', 'Fiction', 'Mystery', 'Mystery Thriller', 'Sewing', 'Suspense', 'Crafts', 'Romance', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391054301i/6684180.jpg,0425229106,9780425229101,https://www.goodreads.com/book/show/6684180-sew-deadly,280.0,3.87,288.0,Sew Deadly,2655.0
Mary Marks,English,"A diamond brocade patter is more quilter Martha Rose's style than a baseball diamond - especially when it comes to the new eyesore of a stadium ruining her lovely San Fernando Valley neighbourhood. Martha doesn't know a bunt from a bundt cake, but when she stumbles upon the battered body of baseball coach Dax Martin, she doesn't need a scorecard to know it's foul play. LAPD homicide detective Arlo Beavers is convinced one of her neighbours is responsible. But Martha and her fellow quilters Lucy and Birdie soon discover a whole field of suspects who might have wanted to take the coach out of the game permanently.","['Murder Mystery', 'Cozy Mystery', 'Quilting', 'Fiction', 'Mystery', 'Romance', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1397422665i/20702346.jpg,0758292074,9780758292070,https://www.goodreads.com/book/show/20702346-knot-in-my-backyard,352.0,4.14,119.0,Knot In My Backyard,1150.0
Diana Killian,English,"Readers will bend over backward for the debut of the first yoga mystery series.Ever since her husband ditched her-for another man-A.J. hasn't exactly been on the road to inner peace. Then her yoga-guru aunt is found dead, and A.J.'s named the sole heir to her lucrative yoga studio-making her a multimillionaire, a prime suspect, and the killer's next target.","['Adult Fiction', 'Cozy Mystery', 'Comedy', 'Fiction', 'Mystery', 'Mystery Thriller', 'Chick Lit', 'Romance', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347440233i/1722682.jpg,0425220907,9780425220900,https://www.goodreads.com/book/show/1722682.Corpse_Pose,281.0,3.65,138.0,Corpse Pose,1298.0
Annette Blair,English,"The right dress can be magic; the wrong one--murder!  Madeira, Maddie, Cutler, vintage clothing lover, and New York fashion designer, comes home to help plan her sisters wedding. At the engagement party, the Jezebel trying to steal Sherrys fianc is found strangled with a bridal veil, making Sherry the prime suspect. Besides seeking the real killer, Maddie alters Sherrys vintage wedding gown, worn by generations of the grooms family, and something odd happens. The gown gives Maddie visions, clues to the past . . . and the murder? Maddie learns shes psychometric, a psychic gift she inherited from her late mother, who was a broom-carrying witch, it turns out. What other gifts did she inherit? When not sleuthing, Maddie acquires the old Underhill Funeral Chapel Carriage House, including Dante Underhill, a chatty debonair ghost in tux and top hat, who cant seem to leave the building. Watch out Mystic, Connecticut! Here comes Vintage Magic, a shop for vintage couture and designer originals, featuring a psychic sleuth, a hunk of a ghost, with a sprinkle of magic thrown in for charm.","['Cozy Mystery', 'Magic', 'Mystery', 'Fiction', 'Paranormal', 'Paranormal Mystery', 'Chick Lit', 'Romance', 'Supernatural', 'Fantasy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388350384i/3475047.jpg,0425226409,9780425226407,https://www.goodreads.com/book/show/3475047-a-veiled-deception,246.0,3.92,245.0,A Veiled Deception,3353.0
Charlaine Harris,English,"Even in a sleepy Arkansas town, the holidays can be murder.Lily Bard is going home for the holidays. More comfortable in baggy sweats than bridesmaid's frills, Lily isn't thrilled about attending her estranged sister's wedding. She has moved to Shakespeare, Arkansas, to start a new life, cleaning houses for a living, trying to forget the violence that once nearly destroyed her. Now she's heading back to home and hearth--just in time for murder.The town's doctor and nurse have been bludgeoned to death at the office. And Lily's detective boyfriend suddenly shows up at her parents' door. Jack Leeds is investigating an eight-year-old kidnapping and the trail leads straight to Lily's hometown. It just might have something to do with the murders...and her sister's widowed fianc. With only three days before the wedding, Lily must work fast to clean up the messy case before her sister commits...marriage!","['Christmas', 'Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Romance', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1345722531i/32513.jpg,0440234999,9780440234999,https://www.goodreads.com/book/show/32513.Shakespeare_s_Christmas,242.0,3.88,634.0,Shakespeare's Christmas,15352.0
M.C. Beaton,English,"In this sixth delightful outing Agatha travels to the north of Cyprus, only to contend with her estranged fiance, an egregious group of truly terrible tourists, and a string of murders as scorching as the Greek sun.""","['Audiobook', 'Murder Mystery', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Humor', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408939018i/278555.jpg,1845291840,9781845291846,https://www.goodreads.com/book/show/278555.Agatha_Raisin_and_the_Terrible_Tourist,250.0,3.64,1001.0,Agatha Raisin and the Terrible Tourist,13779.0
Charlaine Harris,English,"Since Louisiana cocktail waitress Sookie Stackhouse has so few living relatives, she hates to lose one - even her cousin Hadley, undead consort of the vampire Queen of Louisiana. Hadley's left everything she has to Sookie, but claiming that inheritance has a high risk factor. Some people don't want her looking too deeply into Hadley's past, or Hadley's possessions. And they're prepared to do anything in their power to stop her. Whoever it is, they're definitely dangerous - and Sookie's life is definitely on the line...","['Vampires', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Romance', 'Supernatural', 'Fantasy', 'Paranormal Romance', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468562748i/140079.jpg,0441014917,9780441014910,https://www.goodreads.com/book/show/140079.Definitely_Dead,324.0,4.01,4399.0,Definitely Dead,204101.0
Tamar Myers,English,"PennDutch Inn owner Magdalena Yoder is up to her ears in trouble when her guests include deer hunters and animal-rights activists, the cook quits, and two guest die under mysterious circumstances. Reprint.","['Cozy Mystery', 'Fiction', 'Mystery', 'Culinary', 'Amish', 'Mystery Thriller', 'Chick Lit', 'Humor', 'Crime', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1425702006i/357165.jpg,0451182960,9780451182968,https://www.goodreads.com/book/show/357165.Too_Many_Crooks_Spoil_the_Broth,256.0,3.68,207.0,Too Many Crooks Spoil the Broth,2828.0
Charlaine Harris,English,"Aurora Teagarden has never forgotten her first a serial killer who terrorized suburban Lawrencetown. Now that story is about to hit the small screen. Even if she wanted to, Aurora can't help getting involved. Her ex, Robin, wrote the TV movie's screenplay and her stepson, Barrett, has a starring role. Then there's Celiathe catty actress portraying Roewho, by the way, also happens to be Robin's latest squeeze.But when Celia is murdered and Barrett is accused, the real-life script takes a deadly turn. Between threatening letters, deranged fans and renewed feelings for Robin, Aurora has one catch a killer and make it to the final scene alive.","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Romance', 'Crime', 'Adult', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408694207i/140080.jpg,0778323641,9780778323648,https://www.goodreads.com/book/show/140080.Last_Scene_Alive,248.0,3.85,597.0,Last Scene Alive,15804.0
M.C. Beaton,English,"Agatha Raisin has a crush on James Lacey. In order to endear herself to him, s he takes up gardening, hoping to participate with him in the prestigious Carsely Horticultural Contest. But as the contest approaches, plants are being mysteriously uprooted, poisoned, and burned. When the prime suspect turns up dead, Agatha must solve the murder mystery.","['Detective', 'Audiobook', 'Murder Mystery', 'Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Humor', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314736624i/106693.jpg,0804113599,9780804113595,https://www.goodreads.com/book/show/106693.Agatha_Raisin_and_the_Potted_Gardener,192.0,3.8,1441.0,Agatha Raisin and the Potted Gardener,19887.0
Charlaine Harris,English,"Small-town cocktail waitress Sookie Stackhouse has had more than her share of experience with the supernaturalbut now its really hitting close to home. When Sookie sees her brother Jasons eyes start to change, she knows hes about to turn into a were-panther for the first timea transformation he embraces more readily than most shapeshifters she knows. But her concern becomes cold fear when a sniper sets his deadly sights on the local changeling population, and Jasons new panther brethren suspect he may be the shooter. Now, Sookie has until the next full moon to find out whos behind the attacksunless the killer decides to find her first","['Vampires', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Romance', 'Supernatural', 'Fantasy', 'Paranormal Romance', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468562419i/170210.jpg,0441013333,9780441013333,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,295.0,4.01,4448.0,Dead as a Doornail,217546.0
Lee Strauss,English,"Its 1923 and young war widow fashionista Ginger Gold makes a cross-Atlantic journey with her companion Haley Higgins to London England to settle her fathers estate. When the ships captain is found dead, Ginger is only too happy to lend her assistance to the handsome Chief Inspector Basil Reed.The SS Rosa delivers a convincing array of suspects - the wife, the mistress, a jealous crew mate. To Gingers dismay, her name has been added to the list! With a little help from Gingers dog Boss, Ginger and Haley navigate the clues (those wartime operative skills come in handy.) They must solve the case and clear Gingers name before they dockand oh, whatever shall she wear!","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Historical', 'Mystery Thriller', 'Historical Fiction', 'Historical Mystery', 'Crime', 'Novella']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1580419501i/50725025.jpg,1988677033,,https://www.goodreads.com/book/show/50725025-murder-on-the-ss-rosa,168.0,3.87,684.0,Murder on the SS Rosa,5519.0
Victoria Laurie,English,"When her relationship with FBI agent Dutch Rivers skids to a halt, Abby Cooper is fully aware that a wedding isn't the best post-breakup scenario. But when a friend from the Mile High City finds herself short one bridesmaid, it doesn't take a professional psychic to see the opportunity for a much-needed getaway.High altitudes can be healing, and Abby reunites with friends--especially her childhood crush Duffy McGinnis, now town sheriff...not to mention tall, dark, and yummy. But Abby needs more than a shoulder to cry on. One bridesmaid after the next is mysteriously flying the coop, and Abby's intuition tells her their final destinations aren't pretty.With the wedding party falling apart and her gift of sight never quite so foggy, Abby has to save the date--and herself from becoming the next taffeta-clad target....","['Cozy Mystery', 'Fiction', 'Mystery', 'Paranormal', 'Paranormal Mystery', 'Chick Lit', 'Romance', 'Supernatural', 'Fantasy', 'Crime']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388606363i/129533.jpg,0451219333,9780451219336,https://www.goodreads.com/book/show/129533.Killer_Insight,288.0,4.06,293.0,Killer Insight,6440.0
Dorothy Cannell,English,"Reluctant to show up at her family reunion carrying so many extra pounds, unmarried, overweight Ellie Simons hires Bentley T. Haskell to pose as her fiance, thus beginning a weekend of romance, jealousy, and murder.","['Cozy Mystery', 'British Literature', 'Fiction', 'Mystery', 'Mystery Thriller', 'Chick Lit', 'Romance', 'Humor', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1340144404i/201658.jpg,0553291955,9780553291957,https://www.goodreads.com/book/show/201658.The_Thin_Woman,273.0,4.02,461.0,The Thin Woman,6512.0
Miranda Bliss,English,"When Annie Capshaw and her best friend Eve take a gourmet cooking class together, they discover that murder is on the menu when a mysterious man is found dead in the parking lot after arguing with a fellow student, causing this case to come to a boil as they get closer to the truth. Original.","['Food', 'Cozy Mystery', 'Fiction', 'Culinary', 'Mystery', 'Mystery Thriller', 'Chick Lit', 'Cooking', 'Romance', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442089887i/206623.jpg,0425212912,9780425212912,https://www.goodreads.com/book/show/206623.Cooking_Up_Murder,256.0,3.57,132.0,Cooking Up Murder,1861.0
Charlaine Harris,English,"Louisiana cocktail waitress Sookie Stackhouse has her hands full dealing with every sort of undead and paranormal creature imaginable. And after being betrayed by her longtime vampire love, Sookie must not only deal with a new man in her lifethe shapeshifter Quinnbut also contend with the long-planned vampire summit.  The summit is a tense situation. The vampire queen of Louisiana is in a precarious position, her power base weakened by hurricane damage to New Orleans. And there are some vamps who would like to finish what nature started. Soon, Sookie must decide what side she'll stand with. And her choice may mean the difference between survival and all-out catastrophe.And with HBO's launching of an all-new show, True Blood, based on the Southern Vampire novels, the demand for Charlaine Harris and Sookie Stackhouse is bigger than ever.","['Vampires', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Romance', 'Supernatural', 'Fantasy', 'Paranormal Romance', 'Adult']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417964062i/140075.jpg,0441014941,9780441014941,https://www.goodreads.com/book/show/140075.All_Together_Dead,336.0,4.05,3952.0,All Together Dead,201188.0
Charlaine Harris,English,"There's something rotten in Shakespeare...  Lily Bard was running from shattering memories when she moved to Shakespeare, Arkansas. Now cleaning houses pays her bills. Working out helps her heal. Still protecting her scars, she hides a hard body and impressive skill at martial arts under baggy sweats. And nobody knows how strong she is until racial violence has her looking behind closed doors for a killer -- doors to which a housecleaner might have the key.When Lily uses her training in goju to help a black man jumped by white teens, she does it for justice...only to hear he's been abducted and beaten to death a few weeks later. Then a bodybuilder is killed at her gym. Both incidents jar Lily's need for security and refuge. Looking into closets, sweeping under rugs, she soon uncovers enough dirt to confirm that something sinister is growing in her adopted town. Getting involved could endanger her life. But Lily is seeing a new man and dreaming new dreams. And no one can make this strong woman run again.","['Audiobook', 'Cozy Mystery', 'Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Adult', 'Romance', 'Crime', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1435256500i/32510.jpg,0425213102,9780425213100,https://www.goodreads.com/book/show/32510.Shakespeare_s_Champion,214.0,3.84,756.0,Shakespeare's Champion,17359.0
